# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.5.3
#@/tick	239737
#@/user_id	0278165e-67a8-4678-b168-f946133cb532
cai xu yao 	才需要	c=1 d=0 t=239737
cai yang 	採樣	c=1 d=0 t=239737
cai yang lv 	採樣率	c=1 d=0 t=239737
cai yao 	纔要	c=2 d=2.87726e-51 t=239737
cai yao 	菜餚	c=1 d=1.29483e-216 t=239737
cai ye 	彩頁	c=1 d=0 t=239737
cai yong 	才用	c=1 d=0 t=239737
cai yong 	採用	c=4 d=9.56912e-71 t=239737
cai you 	纔有	c=14 d=0.00128115 t=239737
cai you dian 	才有點	c=1 d=5.13841e-138 t=239737
cai yuan 	裁員	c=1 d=2.33531e-272 t=239737
cai yun 	彩雲	c=7 d=3.89052e-71 t=239737
cai zheng 	財政	c=1 d=2.51442e-24 t=239737
cai zhi 	裁紙	c=1 d=0 t=239737
cai zi you 	菜籽油	c=1 d=1.39782e-234 t=239737
can 	慘	c=5 d=8.91916e-67 t=239737
can 	殘	c=2 d=0 t=239737
can 	餐	c=2 d=2.13205e-142 t=239737
can dian 	餐墊	c=1 d=6.60571e-152 t=239737
can fei 	餐費	c=13 d=3.03933e-78 t=239737
can guan 	參觀	c=1 d=1.36595e-198 t=239737
can guan 	餐館	c=1 d=3.31926e-232 t=239737
can jia 	參加	c=41 d=0.0104222 t=239737
can jian 	參見	c=1 d=0 t=239737
can ju 	餐具	c=6 d=1.12113e-41 t=239737
can kao 	參考	c=63 d=4.17572e-14 t=239737
can kao xi 	參考系	c=1 d=1.92936e-202 t=239737
can sai 	參賽	c=1 d=2.16338e-49 t=239737
can shu 	參數	c=57 d=2.35169e-16 t=239737
can ting 	餐廳	c=2 d=4.11751e-231 t=239737
can yin 	餐飲	c=3 d=0 t=239737
can yu 	參與	c=44 d=2.3477e-11 t=239737
can yu du 	參與度	c=1 d=4.30764e-269 t=239737
can yu fang 	參與方	c=4 d=3.40421e-51 t=239737
can yu ren 	参与人	c=1 d=0 t=239737
can yue 	參閱	c=1 d=0 t=239737
can zhao 	參照	c=2 d=0 t=239737
cang 	倉	c=1 d=1.78879e-166 t=239737
cang 	藏	c=5 d=4.96457e-264 t=239737
cang bin shi er zhi lian chi 	倉稟實而知廉恥	c=1 d=1.79776e-165 t=239737
cang cu 	倉促	c=2 d=1.9226e-102 t=239737
cang ku 	倉庫	c=83 d=0.147536 t=239737
cang tian 	蒼天	c=3 d=0.142987 t=239737
cang ying 	蒼蠅	c=1 d=7.32011e-213 t=239737
cang zhe 	藏着	c=1 d=8.61294e-09 t=239737
cao 	操	c=2 d=0 t=239737
cao 	槽	c=2 d=0 t=239737
cao 	糙	c=2 d=4.03119e-224 t=239737
cao 	草	c=4 d=5.72809e-122 t=239737
cao an 	草案	c=4 d=9.29648e-172 t=239737
cao dan 	操蛋	c=1 d=0 t=239737
cao di 	草地	c=1 d=0 t=239737
cao dian 	操點	c=1 d=0 t=239737
cao gao 	草稿	c=1 d=0 t=239737
cao gao xiang 	草稿箱	c=1 d=1.36025e-237 t=239737
cao he jing 	漕河涇	c=8 d=3.18366e-65 t=239737
cao jia ying 	曹嘉瑩	c=2 d=1.62671e-122 t=239737
cao kong 	操控	c=2 d=1.24337e-92 t=239737
cao lu 	曹路	c=1 d=0 t=239737
cao mei 	草莓	c=1 d=0 t=239737
cao pan 	操盤	c=3 d=4.23625e-102 t=239737
cao sui le xin 	操碎了心	c=1 d=0 t=239737
cao xin 	操心	c=8 d=3.3234e-41 t=239737
cao xun 	曹訓	c=2 d=0 t=239737
cao yuan 	草原	c=2 d=4.31991e-38 t=239737
cao zong 	操縱	c=1 d=2.23641e-116 t=239737
cao zuo 	操作	c=72 d=2.25293e-26 t=239737
cao zuo xing 	操作性	c=1 d=3.19879e-297 t=239737
ce 	側	c=2 d=2.19871e-210 t=239737
ce 	冊	c=2 d=4.30828e-166 t=239737
ce 	測	c=80 d=6.90754e-32 t=239737
ce bian 	側邊	c=1 d=0 t=239737
ce bu qi 	測不起	c=1 d=7.09025e-220 t=239737
ce ce 	測測	c=1 d=0 t=239737
ce chu 	測出	c=1 d=6.43938e-293 t=239737
ce dian 	測點	c=2 d=0 t=239737
ce guo 	測過	c=8 d=8.85443e-37 t=239737
ce hao 	測好	c=3 d=4.52989e-302 t=239737
ce hua 	策劃	c=1 d=0 t=239737
ce lian 	側鏈	c=3 d=0 t=239737
ce liang 	測量	c=3 d=1.03095e-35 t=239737
ce lve 	策略	c=44 d=1.50098e-51 t=239737
ce shi 	測試	c=343 d=0.0672708 t=239737
ce shi ban 	測試版	c=6 d=1.44867e-37 t=239737
ce shi ji 	测试机	c=1 d=0 t=239737
ce shi ji qi ren 	測試機器人	c=1 d=1.31265e-171 t=239737
ce shi wang 	測試汪	c=5 d=0 t=239737
ce shi wang 	測試網	c=74 d=1.55509e-18 t=239737
ce shi yong li 	測試用例	c=3 d=6.39714e-10 t=239737
ce su 	測速	c=1 d=0 t=239737
ce suo 	廁所	c=2 d=3.17773e-190 t=239737
ce wan 	测完	c=5 d=2.99379e-165 t=239737
ce yi bian 	測一遍	c=1 d=0 t=239737
ce yi xia 	測一下	c=6 d=1.59278e-35 t=239737
ce zhong 	側重	c=1 d=2.45194e-169 t=239737
ce zhong dian 	側重點	c=3 d=7.92843e-211 t=239737
ce zhong yu 	側重於	c=1 d=1.25931e-271 t=239737
cen 	岑	c=1 d=0 t=239737
cen yu du 	参与度	c=1 d=5.0804e-269 t=239737
ceng 	層	c=19 d=1.40371e-19 t=239737
ceng 	蹭	c=22 d=1.6535e-34 t=239737
ceng ceng 	層層	c=1 d=8.83972e-50 t=239737
ceng ceng 	蹭蹭	c=1 d=0 t=239737
ceng fa 	蹭法	c=1 d=1.79501e-147 t=239737
ceng fan 	蹭飯	c=1 d=6.85054e-139 t=239737
ceng jing 	曾經	c=5 d=5.98518e-21 t=239737
ceng mian 	層面	c=3 d=1.17996e-35 t=239737
ceng re dian 	蹭熱點	c=1 d=1.91095e-295 t=239737
cha 	✗	c=1 d=0 t=239737
cha 	叉	c=2 d=1.2349e-41 t=239737
cha 	差	c=77 d=0.0224547 t=239737
cha 	插	c=5 d=2.60036e-37 t=239737
cha 	查	c=99 d=1.01924e-08 t=239737
cha 	茬	c=2 d=1.25816e-209 t=239737
cha 	茶	c=2 d=0 t=239737
cha ba 	插拔	c=1 d=0 t=239737
cha ban sheng 	插班生	c=1 d=7.60103e-303 t=239737
cha bie 	差別	c=50 d=7.71949e-19 t=239737
cha bu dao 	查不到	c=5 d=2.57826e-113 t=239737
cha bu duo 	差不多	c=111 d=0.00603608 t=239737
cha bu le 	差不了	c=6 d=1.9031e-276 t=239737
cha cha 	查查	c=3 d=4.65225e-57 t=239737
cha cha kan 	查查看	c=1 d=0 t=239737
cha chu 	查出	c=1 d=2.21618e-69 t=239737
cha chu 	查處	c=1 d=0 t=239737
cha chu dian 	查出點	c=1 d=2.22729e-68 t=239737
cha chu lai 	查出來	c=5 d=6.98033e-07 t=239737
cha dao 	查到	c=20 d=5.34954e-53 t=239737
cha dao le 	查到了	c=1 d=0 t=239737
cha de 	差得	c=2 d=9.68929e-12 t=239737
cha de 	查得	c=1 d=0 t=239737
cha dian 	差點	c=4 d=6.63022e-78 t=239737
cha dian 	插電	c=1 d=9.20957e-91 t=239737
cha dian 	插點	c=1 d=7.00583e-138 t=239737
cha duo 	察奪	c=1 d=0 t=239737
cha duo shao 	差多少	c=2 d=1.87705e-114 t=239737
cha duo shao qian 	差多少錢	c=1 d=0 t=239737
cha e 	差額	c=1 d=5.71937e-251 t=239737
cha er si 	查爾斯	c=2 d=2.11183e-30 t=239737
cha ge 	插個	c=1 d=2.88864e-68 t=239737
cha hen duo 	差很多	c=1 d=0 t=239737
cha jia 	差價	c=7 d=2.48489e-52 t=239737
cha jian 	插件	c=19 d=1.09865e-48 t=239737
cha ju 	差距	c=4 d=1.64492e-61 t=239737
cha kan 	查看	c=20 d=3.68443e-19 t=239737
cha kao 	查考	c=2 d=2.8188e-51 t=239737
cha lou bu que 	查漏補缺	c=1 d=2.61598e-78 t=239737
cha pai 	插排	c=7 d=0 t=239737
cha ping 	差評	c=5 d=1.04195e-121 t=239737
cha qi lai 	查起來	c=1 d=0 t=239737
cha ru 	插入	c=3 d=3.13263e-22 t=239737
cha shou 	查收	c=9 d=0 t=239737
cha tai duo 	差太多	c=2 d=1.04422e-09 t=239737
cha xia 	查下	c=5 d=1.95747e-254 t=239737
cha xian ban 	插線板	c=6 d=0 t=239737
cha xun 	查詢	c=110 d=1.17758e-12 t=239737
cha ye 	茶葉	c=2 d=3.94608e-87 t=239737
cha yi 	差異	c=5 d=3.69813e-92 t=239737
cha yi dian 	差一點	c=1 d=1.3763e-228 t=239737
cha yi hua 	差異化	c=1 d=2.11191e-148 t=239737
cha yi xia 	查一下	c=11 d=5.39893e-161 t=239737
cha yi xie 	差一些	c=1 d=0 t=239737
cha yi xing 	差異性	c=1 d=1.24881e-202 t=239737
cha zhao 	查找	c=11 d=2.01466e-79 t=239737
cha zhe 	插着	c=0 d=0 t=239737
cha zhe dian 	插着點	c=1 d=0 t=239737
cha zi 	叉子	c=1 d=4.88816e-227 t=239737
cha zi 	岔子	c=1 d=0 t=239737
cha zuo 	插座	c=1 d=0 t=239737
chai 	差	c=2 d=3.2795e-61 t=239737
chai 	拆	c=18 d=1.91642e-72 t=239737
chai bao 	拆包	c=1 d=3.25166e-284 t=239737
chai cheng 	拆成	c=2 d=0 t=239737
chai chu lai 	拆出來	c=1 d=1.78048e-169 t=239737
chai dan 	拆彈	c=1 d=4.95034e-23 t=239737
chai diao 	拆掉	c=1 d=7.83619e-191 t=239737
chai fang zi 	拆房子	c=1 d=0 t=239737
chai fen 	拆分	c=6 d=1.88101e-80 t=239737
chai gui 	柴桂	c=1 d=0 t=239737
chai ji 	拆機	c=7 d=1.0834e-60 t=239737
chai kai 	拆開	c=2 d=8.01156e-64 t=239737
chai lv fei 	差旅費	c=2 d=1.03071e-238 t=239737
chai qian 	拆遷	c=8 d=4.0227e-163 t=239737
chai qian hu 	拆遷戶	c=1 d=1.29365e-264 t=239737
chai yu 	柴魚	c=1 d=0 t=239737
chan 	產	c=3 d=0 t=239737
chan cheng 	禪城	c=1 d=0 t=239737
chan chu 	產出	c=7 d=5.72377e-25 t=239737
chan hui 	懺悔	c=1 d=0.00027603 t=239737
chan huo 	摻和	c=2 d=8.82476e-177 t=239737
chan neng 	產能	c=7 d=1.20897e-56 t=239737
chan pin 	產品	c=114 d=0.826365 t=239737
chan pin xian 	產品線	c=1 d=2.02234e-50 t=239737
chan sheng 	產生	c=62 d=1.02563e-33 t=239737
chan sheng de 	產生的	c=1 d=5.29253e-74 t=239737
chan shu 	闡述	c=1 d=2.28875e-241 t=239737
chan xiu 	禪修	c=1 d=5.44374e-170 t=239737
chan ye 	產業	c=5 d=5.97564e-61 t=239737
chan ye lian 	產業鏈	c=1 d=1.16133e-83 t=239737
chan zong 	禪宗	c=2 d=2.23128e-19 t=239737
chang 	唱	c=2 d=8.11169e-127 t=239737
chang 	場	c=1 d=0.000209665 t=239737
chang 	廠	c=7 d=1.60158e-41 t=239737
chang 	暢	c=1 d=3.15973e-182 t=239737
chang 	長	c=30 d=4.06898e-38 t=239737
chang an 	長安	c=1 d=9.97087e-143 t=239737
chang an 	長按	c=1 d=0 t=239737
chang bie 	長別	c=1 d=3.89275e-19 t=239737
chang cheng 	長城	c=4 d=0 t=239737
chang di 	場地	c=5 d=5.03221e-157 t=239737
chang du 	長度	c=12 d=2.24411e-127 t=239737
chang e 	嫦娥	c=1 d=1.63494e-107 t=239737
chang fang ti 	長方體	c=1 d=1.02086e-37 t=239737
chang fang xing 	長方形	c=1 d=0 t=239737
chang feng 	長風	c=3 d=0 t=239737
chang feng gong yuan 	長風公園	c=1 d=0 t=239737
chang gui 	常規	c=6 d=6.06742e-152 t=239737
chang he 	場合	c=2 d=3.67573e-285 t=239737
chang he 	長河	c=2 d=8.15183e-185 t=239737
chang jia 	廠家	c=13 d=1.67131e-13 t=239737
chang jian 	常見	c=1 d=0 t=239737
chang jing 	場景	c=46 d=0.000104638 t=239737
chang jing 	腸鏡	c=1 d=1.57634e-60 t=239737
chang jiu 	長久	c=3 d=1.14707e-26 t=239737
chang jiu zhi ji 	長久之計	c=1 d=0 t=239737
chang kuai 	暢快	c=1 d=5.1535e-290 t=239737
chang kuang 	廠礦	c=1 d=0 t=239737
chang li 	常理	c=1 d=2.4607e-64 t=239737
chang li 	廠裏	c=1 d=0 t=239737
chang liang 	常量	c=2 d=0 t=239737
chang nian 	常年	c=3 d=1.8992e-105 t=239737
chang pai 	廠牌	c=1 d=7.09547e-23 t=239737
chang qi 	長期	c=13 d=4.49391e-32 t=239737
chang san jiao 	長三角	c=5 d=2.90776e-28 t=239737
chang sha 	長沙	c=25 d=6.99437e-60 t=239737
chang shang 	廠商	c=9 d=1.98067e-11 t=239737
chang shi 	嘗試	c=6 d=5.86149e-40 t=239737
chang shi 	常識	c=1 d=3.35958e-227 t=239737
chang shi jian 	長時間	c=1 d=0 t=239737
chang suo 	場所	c=1 d=0 t=239737
chang tai 	長泰	c=2 d=0 t=239737
chang tu 	長途	c=1 d=0 t=239737
chang xian 	嚐鮮	c=1 d=4.90745e-97 t=239737
chang xian 	長線	c=1 d=0 t=239737
chang xiang 	暢想	c=2 d=3.78362e-08 t=239737
chang xiu 	長袖	c=2 d=6.05544e-70 t=239737
chang yi 	腸衣	c=2 d=1.00201e-53 t=239737
chang yong 	常用	c=13 d=2.60886e-46 t=239737
chang you 	唱遊	c=3 d=1.33514e-122 t=239737
chang yu 	鯧魚	c=1 d=5.65603e-32 t=239737
chang yuan 	長遠	c=6 d=9.47683e-104 t=239737
chang zai 	常在	c=1 d=2.0557e-67 t=239737
chang zai he bian zou 	常在河邊走	c=1 d=2.066e-66 t=239737
chang zheng 	長征	c=5 d=3.36857e-25 t=239737
chang zhou 	常州	c=8 d=3.84934e-181 t=239737
chang zhou qi 	長週期	c=3 d=8.30997e-117 t=239737
chang zhu 	常住	c=1 d=1.70701e-232 t=239737
chang zhu 	常駐	c=1 d=0 t=239737
chao 	吵	c=1 d=2.8067e-53 t=239737
chao 	巢	c=1 d=0 t=239737
chao 	抄	c=17 d=1.11103e-62 t=239737
chao 	朝	c=4 d=5.47901e-99 t=239737
chao 	潮	c=1 d=0 t=239737
chao 	炒	c=13 d=0.0409973 t=239737
chao 	超	c=11 d=4.39434e-180 t=239737
chao bi 	炒幣	c=8 d=0.0302704 t=239737
chao biao 	抄表	c=3 d=9.85479e-27 t=239737
chao chao 	抄抄	c=1 d=1.24037e-93 t=239737
chao chao bi 	炒炒幣	c=1 d=0.304221 t=239737
chao chu 	超出	c=6 d=4.21195e-05 t=239737
chao chui 	潮吹	c=1 d=0 t=239737
chao dao 	炒到	c=1 d=0 t=239737
chao di 	抄底	c=1 d=1.66548e-207 t=239737
chao diao 	炒掉	c=1 d=0 t=239737
chao fan tian 	吵翻天	c=1 d=0 t=239737
chao fang 	炒房	c=4 d=3.44541e-24 t=239737
chao feng 	嘲諷	c=2 d=0 t=239737
chao ge 	抄個	c=1 d=5.55371e-170 t=239737
chao gu 	炒股	c=4 d=5.54309e-30 t=239737
chao gui 	超貴	c=1 d=0 t=239737
chao guo 	超過	c=29 d=5.26917e-22 t=239737
chao guo lai 	抄過來	c=1 d=1.47503e-102 t=239737
chao hu 	超乎	c=1 d=1.00672e-20 t=239737
chao ji 	超級	c=23 d=3.41517e-59 t=239737
chao jia 	抄家	c=1 d=7.08996e-102 t=239737
chao mai 	超麥	c=1 d=5.74859e-164 t=239737
chao piao 	鈔票	c=1 d=0 t=239737
chao shan 	潮汕	c=3 d=8.72796e-19 t=239737
chao shan guo 	潮汕鍋	c=1 d=8.77171e-18 t=239737
chao shang 	朝上	c=1 d=1.02516e-292 t=239737
chao shen me 	吵什麼	c=1 d=0 t=239737
chao sheng bo 	超聲波	c=2 d=0 t=239737
chao shi 	超市	c=10 d=5.48758e-88 t=239737
chao shi 	超時	c=13 d=3.91211e-125 t=239737
chao shu 	炒熟	c=1 d=5.05432e-91 t=239737
chao shui 	焯水	c=1 d=2.59535e-220 t=239737
chao xi 	抄襲	c=1 d=1.02502e-261 t=239737
chao xian 	朝鮮	c=1 d=2.96069e-240 t=239737
chao yue 	超越	c=2 d=6.56313e-76 t=239737
chao zuo 	炒作	c=3 d=1.52815e-224 t=239737
che 	扯	c=2 d=1.05476e-274 t=239737
che 	撤	c=9 d=2.15772e-06 t=239737
che 	車	c=37 d=5.37925e-21 t=239737
che dai 	車貸	c=1 d=0 t=239737
che dan 	扯淡	c=6 d=0.211189 t=239737
che di 	徹底	c=8 d=8.95805e-30 t=239737
che hang 	車行	c=5 d=4.65404e-233 t=239737
che hao 	車號	c=1 d=0 t=239737
che ku 	車庫	c=1 d=0 t=239737
che lv fei 	車旅費	c=1 d=3.14601e-219 t=239737
che pai 	車牌	c=1 d=1.10071e-70 t=239737
che pi 	扯皮	c=1 d=9.41864e-61 t=239737
che piao 	車票	c=4 d=1.17312e-143 t=239737
che tong gui 	車同軌	c=1 d=5.06195e-285 t=239737
che wei 	車位	c=1 d=3.1002e-76 t=239737
che xiao 	撤銷	c=1 d=1.43139e-131 t=239737
che zhan 	車站	c=5 d=7.10324e-175 t=239737
che zi 	車子	c=3 d=0 t=239737
chen 	嗔	c=1 d=1.03221e-20 t=239737
chen 	塵	c=1 d=8.31651e-185 t=239737
chen 	晨	c=1 d=1.54623e-39 t=239737
chen 	琛	c=5 d=1.4273e-68 t=239737
chen 	臣	c=1 d=0 t=239737
chen 	趁	c=2 d=2.79669e-11 t=239737
chen 	辰	c=5 d=2.12882e-146 t=239737
chen 	陳	c=12 d=6.54046e-241 t=239737
chen ai 	塵埃	c=1 d=6.28507e-243 t=239737
chen dian 	沉澱	c=1 d=9.76189e-276 t=239737
chen guang 	晨光	c=2 d=0 t=239737
chen hao 	陳浩	c=1 d=0 t=239737
chen hao 	陳皓	c=9 d=4.37238e-33 t=239737
chen ji 	趁機	c=1 d=1.16011e-247 t=239737
chen jin shi 	沉浸式	c=1 d=0 t=239737
chen kai 	陳凱	c=2 d=3.89875e-184 t=239737
chen mo 	沉默	c=1 d=1.44048e-176 t=239737
chen qi zhen 	陳綺貞	c=2 d=5.42946e-51 t=239737
chen re da tie 	趁熱打鐵	c=1 d=0 t=239737
chen shan 	襯衫	c=2 d=2.70512e-178 t=239737
chen wei 	陳偉	c=4 d=2.28513e-236 t=239737
chen yan 	陳言	c=2 d=0 t=239737
chen zao 	趁早	c=1 d=2.02119e-249 t=239737
cheng 	乘	c=3 d=6.68964e-271 t=239737
cheng 	城	c=2 d=0 t=239737
cheng 	成	c=136 d=0.000699601 t=239737
cheng 	撐	c=1 d=8.0083e-35 t=239737
cheng 	澄	c=1 d=3.39367e-140 t=239737
cheng bei 	成倍	c=5 d=1.32651e-144 t=239737
cheng ben 	乘奔	c=1 d=0 t=239737
cheng ben 	成本	c=52 d=3.09448e-13 t=239737
cheng bu 	成不	c=0 d=1.90017e-112 t=239737
cheng bu cheng 	成不成	c=2 d=8.92884e-21 t=239737
cheng bu zhu 	撐不住	c=1 d=3.24235e-74 t=239737
cheng cai 	成才	c=1 d=0 t=239737
cheng dan 	承擔	c=7 d=0.193013 t=239737
cheng de 	承德	c=4 d=0 t=239737
cheng du 	成都	c=40 d=7.77132e-35 t=239737
cheng du 	程度	c=16 d=9.45006e-12 t=239737
cheng fa 	乘法	c=1 d=0 t=239737
cheng fa 	懲罰	c=2 d=4.47658e-251 t=239737
cheng fen 	成分	c=5 d=1.46527e-24 t=239737
cheng gong 	成功	c=62 d=1.89975e-10 t=239737
cheng gong ren shi 	成功人士	c=1 d=4.36095e-61 t=239737
cheng guo 	成果	c=13 d=4.98638e-167 t=239737
cheng guo 	稱過	c=1 d=6.47753e-98 t=239737
cheng ji 	成績	c=14 d=4.3788e-109 t=239737
cheng jia li ye 	成家立業	c=1 d=0 t=239737
cheng jiao 	成交	c=4 d=3.62255e-152 t=239737
cheng jiao liang 	成交量	c=3 d=2.0708e-152 t=239737
cheng jiu 	成就	c=3 d=9.38025e-13 t=239737
cheng jiu gan 	成就感	c=1 d=4.28615e-269 t=239737
cheng li 	成立	c=10 d=0 t=239737
cheng nian 	成年	c=1 d=5.07118e-42 t=239737
cheng nian ren 	成年人	c=6 d=7.50967e-14 t=239737
cheng nuo 	承諾	c=6 d=2.89633e-158 t=239737
cheng pin 	成品	c=11 d=3.40873e-13 t=239737
cheng qing 	澄清	c=2 d=1.07877e-39 t=239737
cheng ren 	成人	c=6 d=7.45927e-23 t=239737
cheng ren 	承認	c=4 d=1.24851e-258 t=239737
cheng se 	成色	c=2 d=0 t=239737
cheng shi 	城市	c=11 d=2.83551e-24 t=239737
cheng shi li 	城市裏	c=1 d=0 t=239737
cheng shu 	成熟	c=7 d=1.19386e-202 t=239737
cheng shu du 	成熟度	c=1 d=0 t=239737
cheng si 	撐死	c=7 d=4.27401e-30 t=239737
cheng tao 	成套	c=1 d=7.41053e-181 t=239737
cheng wei 	成爲	c=9 d=3.13916e-17 t=239737
cheng xian 	呈現	c=1 d=4.49825e-249 t=239737
cheng xiong dao di 	稱兄道弟	c=1 d=1.43144e-102 t=239737
cheng xu 	程序	c=35 d=9.14524e-38 t=239737
cheng xu yuan 	程序員	c=16 d=2.2822e-31 t=239737
cheng yao 	撐腰	c=1 d=2.08648e-35 t=239737
cheng ye xiao he 	成也蕭何	c=1 d=6.07854e-56 t=239737
cheng yi 	乘以	c=3 d=4.7054e-73 t=239737
cheng yuan 	成員	c=11 d=0.594521 t=239737
cheng zhang 	成長	c=12 d=8.88285e-260 t=239737
cheng zhi wei 	稱之爲	c=1 d=0 t=239737
cheng zi 	檉子	c=1 d=0 t=239737
cheng zi 	蛏子	c=4 d=1.6139e-278 t=239737
chi 	吃	c=143 d=1.05443e-06 t=239737
chi 	尺	c=1 d=1.07726e-52 t=239737
chi 	持	c=1 d=0 t=239737
chi 	池	c=6 d=1.05939e-79 t=239737
chi 	癡	c=1 d=1.03738e-20 t=239737
chi 	豉	c=2 d=5.71763e-18 t=239737
chi a 	叱呵	c=1 d=0 t=239737
chi bi 	持幣	c=1 d=0 t=239737
chi bu dong 	吃不動	c=1 d=3.86444e-227 t=239737
chi bu liao 	喫不了	c=2 d=2.61473e-43 t=239737
chi bu wan 	喫不完	c=2 d=5.65814e-07 t=239737
chi bu xiao 	吃不消	c=4 d=6.4214e-172 t=239737
chi chi 	吃吃	c=1 d=2.70549e-209 t=239737
chi cun 	尺寸	c=6 d=7.78246e-22 t=239737
chi dao 	遲到	c=1 d=0 t=239737
chi de 	吃得	c=6 d=1.10416e-17 t=239737
chi de xiao 	喫得消	c=1 d=3.28511e-228 t=239737
chi dian 	吃點	c=4 d=8.58094e-67 t=239737
chi diao 	吃掉	c=3 d=1.13204e-261 t=239737
chi dun 	吃頓	c=1 d=0 t=239737
chi fa 	吃法	c=3 d=3.45377e-170 t=239737
chi fan 	喫飯	c=122 d=0.00043105 t=239737
chi feng 	赤峯	c=1 d=0 t=239737
chi ge 	吃個	c=2 d=2.92099e-287 t=239737
chi guang 	喫光	c=0 d=4.23076e-29 t=239737
chi guang yong guang 	喫光用光	c=1 d=4.25197e-28 t=239737
chi guo 	吃過	c=6 d=2.46242e-54 t=239737
chi hao 	吃好	c=5 d=1.35566e-21 t=239737
chi hao fan 	吃好飯	c=4 d=1.64459e-88 t=239737
chi he 	吃喝	c=1 d=7.61551e-296 t=239737
chi hui 	吃灰	c=11 d=1.34564e-22 t=239737
chi huo 	吃貨	c=1 d=0 t=239737
chi jiu 	持久	c=1 d=4.26865e-75 t=239737
chi jiu he 	持久和	c=1 d=5.75974e-128 t=239737
chi jiu hua 	持久化	c=4 d=1.00875e-30 t=239737
chi ku 	吃苦	c=2 d=2.95673e-48 t=239737
chi ku nai lao 	喫苦耐勞	c=1 d=1.2795e-76 t=239737
chi kui 	吃虧	c=1 d=0 t=239737
chi li 	吃力	c=2 d=2.38044e-115 t=239737
chi lun 	齒輪	c=1 d=2.66049e-100 t=239737
chi ma 	尺碼	c=1 d=0 t=239737
chi rou 	喫肉	c=3 d=4.4213e-169 t=239737
chi shen me 	吃什麼	c=2 d=1.28906e-46 t=239737
chi su 	喫素	c=2 d=2.44217e-169 t=239737
chi tang 	池塘	c=2 d=1.11453e-11 t=239737
chi wan 	吃完	c=5 d=6.04103e-42 t=239737
chi xiang de 	吃香的	c=1 d=0 t=239737
chi xu 	持續	c=13 d=1.7872e-37 t=239737
chi yao 	喫藥	c=6 d=7.19678e-42 t=239737
chi yi qian 	喫一塹	c=1 d=2.26806e-193 t=239737
chi you 	持有	c=17 d=7.16046e-42 t=239737
chi you liang 	持有量	c=2 d=1.29047e-147 t=239737
chi you zhe 	持有者	c=3 d=0 t=239737
chi yu 	喫魚	c=1 d=2.77745e-18 t=239737
chi zao 	遲早	c=12 d=5.2936e-47 t=239737
chi zhu 	喫住	c=3 d=6.76898e-57 t=239737
chi zi 	尺子	c=2 d=2.16009e-52 t=239737
chi zi 	池子	c=18 d=2.2678e-79 t=239737
chong 	充	c=5 d=2.21049e-88 t=239737
chong 	衝	c=6 d=2.05048e-46 t=239737
chong 	重	c=6 d=4.92945e-298 t=239737
chong bai 	崇拜	c=1 d=1.3452e-165 t=239737
chong chuan 	重傳	c=1 d=4.24726e-250 t=239737
chong ci 	衝刺	c=1 d=0 t=239737
chong da 	重大	c=3 d=8.2865e-25 t=239737
chong dao 	衝到	c=1 d=0 t=239737
chong dian 	充電	c=18 d=2.74364e-21 t=239737
chong dian bao 	充电宝	c=2 d=0 t=239737
chong dian qi 	充電器	c=5 d=5.99441e-186 t=239737
chong dong 	衝動	c=2 d=7.57544e-234 t=239737
chong fa 	重發	c=2 d=4.43907e-64 t=239737
chong fen 	充分	c=2 d=4.39466e-269 t=239737
chong feng qiang 	衝鋒槍	c=1 d=0 t=239737
chong fu 	重複	c=23 d=4.22833e-80 t=239737
chong ge 	衝個	c=1 d=0 t=239737
chong gou 	重構	c=21 d=1.85487e-12 t=239737
chong he 	重合	c=4 d=1.28828e-127 t=239737
chong hui 	重回	c=1 d=1.23987e-147 t=239737
chong ji 	衝擊	c=5 d=2.03802e-82 t=239737
chong ji li 	衝擊力	c=1 d=0 t=239737
chong jian 	重建	c=2 d=1.31162e-103 t=239737
chong jie 	寵借	c=1 d=0 t=239737
chong jin 	重進	c=1 d=2.18312e-97 t=239737
chong kai 	重開	c=1 d=0 t=239737
chong lian 	重連	c=2 d=4.51157e-225 t=239737
chong man 	充滿	c=1 d=5.24272e-51 t=239737
chong ming 	崇明	c=1 d=0 t=239737
chong ming 	重名	c=1 d=1.01258e-235 t=239737
chong pao 	沖泡	c=1 d=0 t=239737
chong qi 	重啓	c=31 d=1.3374 t=239737
chong qing 	重慶	c=3 d=1.30423e-66 t=239737
chong ru 	重入	c=2 d=4.64307e-114 t=239737
chong sheng 	重生	c=1 d=8.92834e-226 t=239737
chong shi 	重試	c=7 d=2.12682e-26 t=239737
chong tou 	重頭	c=1 d=3.29148e-192 t=239737
chong tu 	衝突	c=12 d=1.28468e-06 t=239737
chong xi 	沖洗	c=1 d=1.61027e-135 t=239737
chong xie 	重寫	c=8 d=6.54083e-36 t=239737
chong xin 	重新	c=122 d=1.17307e-25 t=239737
chong xing 	寵幸	c=1 d=1.26054e-165 t=239737
chong yang 	重樣	c=1 d=7.04146e-227 t=239737
chong zhi 	充值	c=3 d=2.21953e-262 t=239737
chong zhi 	重置	c=5 d=2.22489e-261 t=239737
chong zu 	充足	c=1 d=2.79955e-23 t=239737
